61.5,27.5
46.9,23.4
32.3,19.3
66.4,25.05
50,22.15
33.6,19.25
76,25.5
62,22.7
48,19.9
82,27.2
50,23.9
18,20.6
62,27
54,25
46,23
37,19
51,21
65,23
37,18
51,20
65,22
35,20.5
40,21.5
45,22.2
35,22.5
40,23.5
45,24.7
45,21.5
49.5,22.7
54,23.6
45,24.3
49.5,24.9
54,26
55,23.1
59.5,24
64,24.8
55,25.8
59.5,26.4
64,27.7
65,25
70,25.4
75,27.1
65,28.4
70,28.8
75,30.3
